id_classe_judicial,cd_classe_judicial,ds_classe_judicial,ds_classe_judicial_sigla,ds_lei,in_ativo,ds_classe_judicial_glossario,in_ignora_prevencao,in_ignora_compensacao,cd_classe_outro,in_possui_custa,ds_natureza,ds_norma,ds_lei_artigo,in_inicial,in_segredo_justica,in_complementar,id_classe_judicial_pai,id_fluxo,id_polo_ativo,id_polo_passivo,in_incidental,in_recursal,in_possui_filhos,ds_classe_judicial_completo,ds_mensagem,in_exige_revisor,in_exige_pauta,tp_processo_referencia,in_relator_revisor,in_pauta_antec_revisao,vl_peso,in_reclama_polo_passivo,in_jus_postulandi,ds_icone,in_exige_autoridade,in_controla_valor_causa,in_designa_aud_errovc,nr_piso_valor_causa,nr_teto_valor_causa,in_exige_numeracao_propria,id_tipo_audiencia,in_exige_fiscal_lei,in_permite_autoridade
58,207,EMBARGOS,,null,t,null,f,t,null,t,null,,,t,f,f,49,null,null,null,f,f,f,PROCESSO CÍVEL E DO TRABALHO|RECURSOS|EMBARGOS|,null,f,f,NE,null,f,2.00,t,null,img/cp/cpros.png,f,f,t,null,null,t,null,f,f
